event_id,anonymous_session_id,workflow_stage,event_type,timestamp_bucket,consent_status,portal_version,event_source,created_at
EVT-1024C36B3FCC,ANON-CE76-3779,Start Claim,ENTERED,2026-08-30 14:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-30T14:07:17
EVT-5CA6A6E398AB,ANON-CE76-3779,Start Claim,COMPLETED,2026-08-30 14:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-30T14:07:42
EVT-5266D699E9E7,ANON-CE76-3779,Claim Type,ENTERED,2026-08-30 14:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-30T14:07:42
EVT-E9AC99B2E252,ANON-CE76-3779,Claim Type,COMPLETED,2026-08-30 14:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-30T14:08:29
EVT-EDB7C4B8BEF6,ANON-CE76-3779,Claim Details,ENTERED,2026-08-30 14:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-30T14:08:29
EVT-0BC8C1A0CC0A,ANON-CE76-3779,Claim Details,COMPLETED,2026-08-30 14:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-30T14:08:56
EVT-37F93BBB7088,ANON-CE76-3779,Document Upload,ENTERED,2026-08-30 14:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-30T14:08:56
EVT-0C2ACEFF376D,ANON-CE76-3779,Document Upload,ABANDONED,2026-08-30 14:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-30T14:10:12
EVT-8929F4464055,ANON-9D7A-C17F,Login,ENTERED,2026-08-04 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-04T07:44:00
EVT-6BAC01AAF2FD,ANON-9D7A-C17F,Login,COMPLETED,2026-08-04 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-04T07:44:11
EVT-C29EAF19F05D,ANON-9D7A-C17F,Start Claim,ENTERED,2026-08-04 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-04T07:44:11
EVT-947E31B863B4,ANON-9D7A-C17F,Start Claim,COMPLETED,2026-08-04 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-04T07:44:48
EVT-044E5DABB3A7,ANON-9D7A-C17F,Claim Type,ENTERED,2026-08-04 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-04T07:44:48
EVT-7D076D2B7BC9,ANON-9D7A-C17F,Claim Type,COMPLETED,2026-08-04 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-04T07:45:24
EVT-43C5C5D9F7A7,ANON-9D7A-C17F,Claim Details,ENTERED,2026-08-04 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-04T07:45:24
EVT-BA7921FF99F2,ANON-9D7A-C17F,Claim Details,COMPLETED,2026-08-04 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-04T07:45:34
EVT-B46246053A70,ANON-9D7A-C17F,Document Upload,ENTERED,2026-08-04 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-04T07:45:34
EVT-7BB8E1A13EB5,ANON-9D7A-C17F,Document Upload,COMPLETED,2026-08-04 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-04T07:45:48
EVT-7F336A8CC222,ANON-9D7A-C17F,Review,ENTERED,2026-08-04 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-04T07:45:48
EVT-3542442EDF44,ANON-9D7A-C17F,Review,ABANDONED,2026-08-04 07:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-04T07:46:38
EVT-805960779D07,ANON-DDB1-BBB6,Login,ENTERED,2026-08-23 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-23T17:46:00
EVT-CBBFA6404FF4,ANON-DDB1-BBB6,Login,COMPLETED,2026-08-23 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-23T17:46:22
EVT-762E874ADD2E,ANON-DDB1-BBB6,Start Claim,ENTERED,2026-08-23 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-23T17:46:22
EVT-B058E24CFB3D,ANON-DDB1-BBB6,Start Claim,COMPLETED,2026-08-23 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-23T17:47:00
EVT-03FE9FA25004,ANON-DDB1-BBB6,Claim Type,ENTERED,2026-08-23 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-23T17:47:00
EVT-F46FE52E246F,ANON-DDB1-BBB6,Claim Type,COMPLETED,2026-08-23 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-23T17:47:51
EVT-4AAB4DA69601,ANON-DDB1-BBB6,Claim Details,ENTERED,2026-08-23 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-23T17:47:51
EVT-2569868E9070,ANON-DDB1-BBB6,Claim Details,COMPLETED,2026-08-23 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-23T17:48:37
EVT-0D42C4BFD07D,ANON-DDB1-BBB6,Document Upload,ENTERED,2026-08-23 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-23T17:48:37
EVT-DA1A8ECD77C5,ANON-DDB1-BBB6,Document Upload,COMPLETED,2026-08-23 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-23T17:49:31
EVT-64B538652899,ANON-DDB1-BBB6,Review,ENTERED,2026-08-23 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-23T17:49:31
EVT-055CAC577ABB,ANON-DDB1-BBB6,Review,COMPLETED,2026-08-23 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-23T17:49:55
EVT-D7568AA69A8F,ANON-DDB1-BBB6,Submit,ENTERED,2026-08-23 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-23T17:49:55
EVT-BC54783FECD7,ANON-DDB1-BBB6,Submit,COMPLETED,2026-08-23 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-23T17:50:52
EVT-149686A52AB4,ANON-DDB1-BBB6,Confirmation,ENTERED,2026-08-23 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-23T17:50:52
EVT-6EB139AA8A1D,ANON-DDB1-BBB6,Confirmation,COMPLETED,2026-08-23 17:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-23T17:51:25
EVT-7399D8F419D3,ANON-EB6B-9086,Login,ENTERED,2026-08-15 23:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-15T23:34:00
EVT-CE53E5439E5B,ANON-EB6B-9086,Login,COMPLETED,2026-08-15 23:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-15T23:34:50
EVT-406FF5ED39E5,ANON-EB6B-9086,Start Claim,ENTERED,2026-08-15 23:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-15T23:34:50
EVT-BE625B19A6C8,ANON-EB6B-9086,Start Claim,COMPLETED,2026-08-15 23:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-15T23:35:11
EVT-5D1490A6A140,ANON-EB6B-9086,Claim Type,ENTERED,2026-08-15 23:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-15T23:35:11
EVT-BEB8542A0D45,ANON-EB6B-9086,Claim Type,COMPLETED,2026-08-15 23:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-15T23:35:44
EVT-E33146AD9DA0,ANON-EB6B-9086,Claim Details,ENTERED,2026-08-15 23:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-15T23:35:44
EVT-C3C34B4F62DD,ANON-EB6B-9086,Claim Details,COMPLETED,2026-08-15 23:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-15T23:36:16
EVT-DF8CD1495DE9,ANON-EB6B-9086,Document Upload,ENTERED,2026-08-15 23:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-15T23:36:16
EVT-E813739E1072,ANON-EB6B-9086,Document Upload,COMPLETED,2026-08-15 23:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-15T23:37:09
EVT-180B636700A3,ANON-EB6B-9086,Review,ENTERED,2026-08-15 23:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-15T23:37:09
EVT-7C4960F40F97,ANON-EB6B-9086,Review,COMPLETED,2026-08-15 23:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-15T23:37:50
EVT-32EEB136FE8D,ANON-EB6B-9086,Submit,ENTERED,2026-08-15 23:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-15T23:37:50
EVT-9CCADD6609C0,ANON-EB6B-9086,Submit,COMPLETED,2026-08-15 23:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-15T23:38:26
EVT-C88316A98FE0,ANON-EB6B-9086,Confirmation,ENTERED,2026-08-15 23:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-15T23:38:26
EVT-7233581C2B54,ANON-EB6B-9086,Confirmation,COMPLETED,2026-08-15 23:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-15T23:39:03
EVT-7A7C0F99C201,ANON-A7A0-5AEF,Login,ENTERED,2026-08-29 12:00:00,NOT_CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-29T12:21:00
EVT-739988BDA132,ANON-A7A0-5AEF,Login,COMPLETED,2026-08-29 12:00:00,NOT_CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-29T12:21:53
EVT-D0F71BC473F8,ANON-A7A0-5AEF,Start Claim,ENTERED,2026-08-29 12:00:00,NOT_CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-29T12:21:53
EVT-7D533F8C8D27,ANON-A7A0-5AEF,Start Claim,COMPLETED,2026-08-29 12:00:00,NOT_CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-29T12:22:05
EVT-3FB011AA489A,ANON-A7A0-5AEF,Claim Type,ENTERED,2026-08-29 12:00:00,NOT_CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-29T12:22:05
EVT-EF29E8E53A41,ANON-A7A0-5AEF,Claim Type,COMPLETED,2026-08-29 12:00:00,NOT_CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-29T12:22:55
EVT-ECCCEBD18F23,ANON-A7A0-5AEF,Claim Details,ENTERED,2026-08-29 12:00:00,NOT_CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-29T12:22:55
EVT-0CA8C407F2C6,ANON-A7A0-5AEF,Claim Details,COMPLETED,2026-08-29 12:00:00,NOT_CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-29T12:23:26
EVT-CD62A9D399DE,ANON-A7A0-5AEF,Document Upload,ENTERED,2026-08-29 12:00:00,NOT_CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-29T12:23:26
EVT-5B03C141B691,ANON-A7A0-5AEF,Document Upload,ABANDONED,2026-08-29 12:00:00,NOT_CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-29T12:24:01
EVT-7E6C5DBB0110,ANON-4D88-519A,Login,ENTERED,2026-08-29 02:00:00,UNKNOWN,v2.4-legacy-adapter,web_claims_portal,2026-08-29T02:08:00
EVT-8F0374A9D7DA,ANON-4D88-519A,Login,COMPLETED,2026-08-29 02:00:00,UNKNOWN,v2.4-legacy-adapter,web_claims_portal,2026-08-29T02:08:36
EVT-648288E3D530,ANON-4D88-519A,Start Claim,ENTERED,2026-08-29 02:00:00,UNKNOWN,v2.4-legacy-adapter,web_claims_portal,2026-08-29T02:08:36
EVT-2DDF44B17323,ANON-4D88-519A,Start Claim,COMPLETED,2026-08-29 02:00:00,UNKNOWN,v2.4-legacy-adapter,web_claims_portal,2026-08-29T02:09:18
EVT-844AE8465372,ANON-4D88-519A,Claim Type,ENTERED,2026-08-29 02:00:00,UNKNOWN,v2.4-legacy-adapter,web_claims_portal,2026-08-29T02:09:18
EVT-78B7BD6029E8,ANON-4D88-519A,Claim Type,COMPLETED,2026-08-29 02:00:00,UNKNOWN,v2.4-legacy-adapter,web_claims_portal,2026-08-29T02:10:01
EVT-2ED54BED59F4,ANON-4D88-519A,Claim Details,ENTERED,2026-08-29 02:00:00,UNKNOWN,v2.4-legacy-adapter,web_claims_portal,2026-08-29T02:10:01
EVT-E7C2A8F4A9DB,ANON-4D88-519A,Claim Details,COMPLETED,2026-08-29 02:00:00,UNKNOWN,v2.4-legacy-adapter,web_claims_portal,2026-08-29T02:10:11
EVT-4D14AA36DDF1,ANON-4D88-519A,Document Upload,ENTERED,2026-08-29 02:00:00,UNKNOWN,v2.4-legacy-adapter,web_claims_portal,2026-08-29T02:10:11
EVT-13BCDFC79DD9,ANON-4D88-519A,Document Upload,COMPLETED,2026-08-29 02:00:00,UNKNOWN,v2.4-legacy-adapter,web_claims_portal,2026-08-29T02:10:31
EVT-5905FCD31679,ANON-4D88-519A,Review,ENTERED,2026-08-29 02:00:00,UNKNOWN,v2.4-legacy-adapter,web_claims_portal,2026-08-29T02:10:31
EVT-F86637BE9B46,ANON-4D88-519A,Review,COMPLETED,2026-08-29 02:00:00,UNKNOWN,v2.4-legacy-adapter,web_claims_portal,2026-08-29T02:11:24
EVT-613A5D4E18CB,ANON-4D88-519A,Submit,ENTERED,2026-08-29 02:00:00,UNKNOWN,v2.4-legacy-adapter,web_claims_portal,2026-08-29T02:11:24
EVT-C652224CD4FC,ANON-4D88-519A,Submit,COMPLETED,2026-08-29 02:00:00,UNKNOWN,v2.4-legacy-adapter,web_claims_portal,2026-08-29T02:11:55
EVT-6CDF10D521C7,ANON-4D88-519A,Confirmation,ENTERED,2026-08-29 02:00:00,UNKNOWN,v2.4-legacy-adapter,web_claims_portal,2026-08-29T02:11:55
EVT-079B3E396799,ANON-4D88-519A,Confirmation,COMPLETED,2026-08-29 02:00:00,UNKNOWN,v2.4-legacy-adapter,web_claims_portal,2026-08-29T02:12:25
EVT-BB005DDFF992,ANON-7947-E93B,Login,ENTERED,2026-08-14 00:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-14T00:42:00
EVT-19B0459D52FD,ANON-7947-E93B,Login,COMPLETED,2026-08-14 00:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-14T00:42:54
EVT-7E8470F8105B,ANON-7947-E93B,Start Claim,ENTERED,2026-08-14 00:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-14T00:42:54
EVT-72793B763529,ANON-7947-E93B,Start Claim,COMPLETED,2026-08-14 00:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-14T00:43:10
EVT-DB9B48B96A93,ANON-7947-E93B,Claim Type,ENTERED,2026-08-14 00:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-14T00:43:10
EVT-D6FCD02509E8,ANON-7947-E93B,Claim Type,COMPLETED,2026-08-14 00:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-14T00:44:01
EVT-ABB50D68E577,ANON-7947-E93B,Claim Details,ENTERED,2026-08-14 00:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-14T00:44:01
EVT-F5039AA9CA58,ANON-7947-E93B,Claim Details,COMPLETED,2026-08-14 00:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-14T00:44:55
EVT-2A03B603451A,ANON-7947-E93B,Document Upload,ENTERED,2026-08-14 00:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-14T00:44:55
EVT-365C825CD783,ANON-7947-E93B,Document Upload,COMPLETED,2026-08-14 00:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-14T00:45:05
EVT-49B51AA2E36A,ANON-7947-E93B,Review,ENTERED,2026-08-14 00:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-14T00:45:05
EVT-AB2F385A65DE,ANON-7947-E93B,Review,COMPLETED,2026-08-14 00:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-14T00:45:47
EVT-C9537516A39A,ANON-7947-E93B,Submit,ENTERED,2026-08-14 00:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-14T00:45:47
EVT-018C055F3F80,ANON-7947-E93B,Submit,COMPLETED,2026-08-14 00:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-14T00:46:28
EVT-3FF7A0AC6A72,ANON-7947-E93B,Confirmation,ENTERED,2026-08-14 00:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-14T00:46:28
EVT-930E41C5F2F1,ANON-7947-E93B,Confirmation,COMPLETED,2026-08-14 00:00:00,NOT_CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-14T00:46:42
EVT-42EAB80D1E3F,ANON-7A57-64BC,Login,ENTERED,2026-08-13 17:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-13T17:52:00
EVT-677A10B57B98,ANON-7A57-64BC,Login,COMPLETED,2026-08-13 17:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-13T17:52:11
EVT-7ECA3C6089BF,ANON-7A57-64BC,Start Claim,ENTERED,2026-08-13 17:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-13T17:52:11
EVT-B3AA11579A11,ANON-7A57-64BC,Start Claim,COMPLETED,2026-08-13 17:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-13T17:52:34
EVT-09282FEA0557,ANON-7A57-64BC,Claim Type,ENTERED,2026-08-13 17:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-13T17:52:34
EVT-318FB0679780,ANON-7A57-64BC,Claim Type,COMPLETED,2026-08-13 17:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-13T17:53:33
EVT-13873BDAFFEF,ANON-7A57-64BC,Claim Details,ENTERED,2026-08-13 17:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-13T17:53:33
EVT-D48590556942,ANON-7A57-64BC,Claim Details,COMPLETED,2026-08-13 17:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-13T17:53:47
EVT-E2DDA648AD10,ANON-7A57-64BC,Document Upload,ENTERED,2026-08-13 17:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-13T17:53:47
EVT-72272CE55777,ANON-7A57-64BC,Document Upload,ABANDONED,2026-08-13 17:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-13T17:54:56
EVT-C2437B3C3D5D,ANON-A77E-9199,Login,ENTERED,2026-08-31 19:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-31T19:42:00
EVT-0FB90F19D5C4,ANON-A77E-9199,Login,COMPLETED,2026-08-31 19:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-31T19:42:23
EVT-A90BC13C59AE,ANON-A77E-9199,Start Claim,ENTERED,2026-08-31 19:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-31T19:42:23
EVT-5BD1B3D92483,ANON-A77E-9199,Start Claim,COMPLETED,2026-08-31 19:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-31T19:43:12
EVT-9E01EBA2D0FA,ANON-A77E-9199,Claim Type,ENTERED,2026-08-31 19:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-31T19:43:12
EVT-124CE38F8E59,ANON-A77E-9199,Claim Type,COMPLETED,2026-08-31 19:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-31T19:43:52
EVT-01191670FEC3,ANON-A77E-9199,Claim Details,ENTERED,2026-08-31 19:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-31T19:43:52
EVT-5B29368289A1,ANON-A77E-9199,Claim Details,COMPLETED,2026-08-31 19:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-31T19:44:39
EVT-F0DC073C62BB,ANON-A77E-9199,Document Upload,ENTERED,2026-08-31 19:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-31T19:44:39
EVT-921F32DA860A,ANON-A77E-9199,Document Upload,ERROR,2026-08-31 19:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-31T19:44:59
EVT-57797296B93C,ANON-A77E-9199,Document Upload,COMPLETED,2026-08-31 19:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-31T19:45:11
EVT-D7088284A8F6,ANON-A77E-9199,Review,ENTERED,2026-08-31 19:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-31T19:45:11
EVT-A7EB3D6DF579,ANON-A77E-9199,Review,COMPLETED,2026-08-31 19:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-31T19:46:05
EVT-B55366BD977C,ANON-A77E-9199,Submit,ENTERED,2026-08-31 19:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-31T19:46:05
EVT-44257B67758B,ANON-A77E-9199,Submit,COMPLETED,2026-08-31 19:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-31T19:46:39
EVT-DADE5FEEDABB,ANON-A77E-9199,Confirmation,ENTERED,2026-08-31 19:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-31T19:46:39
EVT-A7125380FCF4,ANON-A77E-9199,Confirmation,COMPLETED,2026-08-31 19:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-31T19:47:38
EVT-E10A932B3606,ANON-A511-687D,Login,ENTERED,2026-08-20 03:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-20T03:56:00
EVT-5D4E1881E297,ANON-A511-687D,Login,COMPLETED,2026-08-20 03:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-20T03:56:41
EVT-F30EEDBE735B,ANON-A511-687D,Start Claim,ENTERED,2026-08-20 03:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-20T03:56:41
EVT-AD8C6D5B1AC0,ANON-A511-687D,Start Claim,COMPLETED,2026-08-20 03:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-20T03:56:56
EVT-162C21968AB7,ANON-A511-687D,Claim Type,ENTERED,2026-08-20 03:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-20T03:56:56
EVT-07BF0769F9DD,ANON-A511-687D,Claim Type,COMPLETED,2026-08-20 03:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-20T03:57:40
EVT-B7588215958B,ANON-A511-687D,Claim Details,ENTERED,2026-08-20 03:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-20T03:57:40
EVT-C8320B26929C,ANON-A511-687D,Claim Details,COMPLETED,2026-08-20 03:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-20T03:58:05
EVT-269E515B42FE,ANON-A511-687D,Document Upload,ENTERED,2026-08-20 03:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-20T03:58:05
EVT-1085EFF8425A,ANON-A511-687D,Document Upload,ABANDONED,2026-08-20 03:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-20T03:58:32
EVT-62BB9A8F4FEE,ANON-C06F-A56F,Login,ENTERED,2026-08-15 20:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-15T20:47:00
EVT-65AC662F2080,ANON-C06F-A56F,Login,COMPLETED,2026-08-15 20:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-15T20:47:45
EVT-3E8DC16074CA,ANON-C06F-A56F,Start Claim,ENTERED,2026-08-15 20:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-15T20:47:45
EVT-B59173BB1C3E,ANON-C06F-A56F,Start Claim,COMPLETED,2026-08-15 20:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-15T20:48:23
EVT-D447993DA587,ANON-C06F-A56F,Claim Type,ENTERED,2026-08-15 20:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-15T20:48:23
EVT-74D7CBB718D4,ANON-C06F-A56F,Claim Type,COMPLETED,2026-08-15 20:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-15T20:48:59
EVT-A039264513FE,ANON-C06F-A56F,Claim Details,ENTERED,2026-08-15 20:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-15T20:48:59
EVT-85A70F86EF87,ANON-C06F-A56F,Claim Details,COMPLETED,2026-08-15 20:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-15T20:49:52
EVT-3C3E459C953B,ANON-C06F-A56F,Document Upload,ENTERED,2026-08-15 20:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-15T20:49:52
EVT-FC1197D20F05,ANON-C06F-A56F,Document Upload,ABANDONED,2026-08-15 20:00:00,CONSENTED,v2.5-coexistence,web_claims_portal,2026-08-15T20:50:10
EVT-5199E4612318,ANON-210A-5690,Login,ENTERED,2026-08-31 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T00:28:00
EVT-2932BCA14015,ANON-210A-5690,Login,COMPLETED,2026-08-31 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T00:28:46
EVT-CBFEBFA443E9,ANON-210A-5690,Start Claim,ENTERED,2026-08-31 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T00:28:46
EVT-EA69A029322F,ANON-210A-5690,Start Claim,COMPLETED,2026-08-31 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T00:29:30
EVT-14E2B817EAAA,ANON-210A-5690,Claim Type,ENTERED,2026-08-31 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T00:29:30
EVT-F02C67FCCBD8,ANON-210A-5690,Claim Type,COMPLETED,2026-08-31 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T00:29:43
EVT-6CB6776DEEBF,ANON-210A-5690,Claim Details,ENTERED,2026-08-31 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T00:29:43
EVT-B7695BF2D297,ANON-210A-5690,Claim Details,COMPLETED,2026-08-31 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T00:30:00
EVT-9FC97DF5ACFD,ANON-210A-5690,Document Upload,ENTERED,2026-08-31 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T00:30:00
EVT-899AFC094535,ANON-210A-5690,Document Upload,COMPLETED,2026-08-31 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T00:30:38
EVT-F4BCAB393323,ANON-210A-5690,Review,ENTERED,2026-08-31 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T00:30:38
EVT-D35044B713D9,ANON-210A-5690,Review,COMPLETED,2026-08-31 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T00:30:58
EVT-0C41C2DAE247,ANON-210A-5690,Submit,ENTERED,2026-08-31 00:00:00,CONSENTED,v2.4-legacy-adapter,web_claims_portal,2026-08-31T00:30:58
